time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5050.512477	12.955113	6.123861	2.115514	177
5051.519282	10.155780	6.126107	1.657787	178
5052.553174	12.688488	6.113533	2.075475	179
5053.561587	10.730340	6.115152	1.754714	180
5054.594847	13.181382	6.123055	2.152746	181
5055.603911	10.279757	6.115674	1.680887	182
5056.636122	12.500980	6.119557	2.042792	183
5057.645578	10.761146	6.122159	1.757737	184
5058.677446	13.152499	6.114180	2.151147	185
5059.687792	10.890936	6.131788	1.776144	186
5060.718693	12.448531	6.122016	2.033404	187
5061.730940	10.391145	6.124302	1.696707	188
5062.759647	12.998207	6.107831	2.128122	189
5063.773439	10.625028	6.110522	1.738809	190
5064.800569	12.622260	6.119231	2.062720	191
5065.815340	10.682199	6.116774	1.746378	192
5066.843300	12.743021	6.134562	2.077251	193
5067.868016	12.111230	6.127450	1.976553	194
5068.885198	12.181842	6.106793	1.994802	195
5069.900177	10.333876	6.119120	1.688785	196
5070.927307	12.698831	6.115293	2.076570	197
5071.940943	10.592921	6.126701	1.728976	198
5072.967766	12.734989	6.121021	2.080534	199
5073.981958	10.442308	6.106213	1.710112	200
5075.011272	13.008128	6.123043	2.124455	201
5076.022804	10.631194	6.119643	1.737225	202
5077.064035	14.113945	6.130074	2.302410	203
5078.064091	10.321576	6.099043	1.692327	204
5079.096576	13.023121	6.125768	2.125957	205
5080.105118	10.228251	6.115582	1.672491	206
5081.139173	12.420653	6.123097	2.028492	207
5082.146529	10.612973	6.128215	1.731822	208
5083.181686	12.653919	6.139330	2.061124	209
5084.189092	10.058158	6.134203	1.639685	210
5085.221918	12.767380	6.121133	2.085787	211
5086.231198	10.457051	6.117906	1.709254	212
5087.275908	13.826938	6.128517	2.256164	213
5088.271527	10.209484	6.110073	1.670927	214
5089.306331	12.785588	6.116728	2.090266	215
5090.314379	10.541791	6.114316	1.724116	216
5091.348705	12.957135	6.124233	2.115716	217
5092.355973	10.284123	6.098566	1.686318	218
5093.390422	12.455825	6.112100	2.037896	219
5094.398099	10.591212	6.133038	1.726911	220
5095.432179	12.752514	6.115400	2.085311	221
5096.440056	10.349245	6.110226	1.693758	222
5097.472703	13.138957	6.114018	2.148989	223
5098.480751	10.944518	6.121085	1.788003	224
5099.515960	12.440781	6.095707	2.040909	225
5100.523767	10.187383	6.116431	1.665576	226
5101.557994	12.803150	6.123363	2.090869	227
5102.564329	10.781254	6.129832	1.758817	228
5103.599038	12.796929	6.108499	2.094939	229
5104.605549	10.337385	6.111891	1.691356	230
5105.641979	12.731443	6.113537	2.082501	231
5106.648637	10.438292	6.118359	1.706061	232
5107.694016	14.231217	6.133355	2.320299	233
5108.700580	11.968421	6.133944	1.951179	234
5109.725201	12.965330	6.120063	2.118496	235
5110.731322	10.673815	6.124947	1.742679	236
5111.777166	14.186771	6.102034	2.324925	237
5112.774443	10.485954	6.122945	1.712567	238
5113.808056	12.760735	6.109402	2.088705	239
5114.816476	10.304940	6.132026	1.680512	240
5115.859852	14.308880	6.131125	2.333810	241
5116.858980	10.568336	6.119308	1.727047	242
5117.890754	12.739724	6.134014	2.076899	243
5118.902136	10.156093	6.128909	1.657080	244
5119.931657	12.899846	6.121052	2.107456	245
5120.942972	10.768534	6.127358	1.757451	246
5121.973230	12.314815	6.120822	2.011955	247
5122.986174	10.296696	6.121749	1.681986	248
5124.014658	12.534204	6.110819	2.051150	249
5125.028014	10.389824	6.127853	1.695508	250
5126.054996	12.428638	6.136883	2.025236	251
5127.070105	10.262199	6.122975	1.676015	252
5128.096786	12.783917	6.116466	2.090082	253
